timestamp,runId,algorithm,serverId,method,path,statusCode,responseTimeMs,error,activeConnections
1788021386864,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,32,,1
1788021386868,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,34,,0
1788021386873,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,32,,0
1788021386867,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,39,,1
1788021386873,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,34,,0
1788021386928,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,27,,1
1788021386934,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,27,,1
1788021386938,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,27,,0
1788021386940,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,26,,0
1788021386939,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,28,,0
1788021386987,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,26,,1
1788021386993,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,26,,1
1788021386996,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,27,,0
1788021386998,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,27,,0
1788021386999,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,27,,0
1788021387045,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,27,,1
1788021387051,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,27,,1
1788021387054,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,27,,0
1788021387056,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,26,,0
1788021387057,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,27,,0
1788021387103,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,27,,1
1788021387109,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,27,,1
1788021387112,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,27,,0
1788021387113,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,27,,0
1788021387115,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,27,,0
1788021387161,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,27,,1
1788021387167,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,27,,1
1788021387171,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,27,,0
1788021387172,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,27,,0
1788021387173,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,27,,0
1788021387220,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,27,,1
1788021387225,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,27,,1
1788021387229,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,27,,0
1788021387229,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,28,,0
1788021387231,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,27,,0
1788021387279,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,27,,1
1788021387283,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,27,,1
1788021387288,ui_round-robin_steady_1788021386850,round-robin,server-3,GET,/api/work,200,27,,0
1788021387288,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,28,,0
1788021387290,ui_round-robin_steady_1788021386850,round-robin,server-1,GET,/api/work,200,28,,0
1788021387337,ui_round-robin_steady_1788021386850,round-robin,server-2,GET,/api/work,200,26,,1
